hour,entity_type,entity_id,event,detail
8,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
8,TRUCK,0,WAITING,"queued at WH-0"
8,TRUCK,1,MOVING,"pos=(39.90,61.94) heading to WH-0"
8,TRUCK,2,MOVING,"pos=(29.90,27.53) heading to WH-2"
9,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
9,WAREHOUSE,0,DOCK_STATUS,"dock=0 truck=0 dock=1 FREE dock=2 FREE"
9,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
9,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
9,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
9,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
9,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
9,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
9,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
9,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
9,TRUCK,0,LOADING,"loaded shipment 1 size 1 at WH-0"
9,SHIPMENT,1,IN_TRANSIT,"WH-0 to WH-2"
9,TRUCK,0,LOADING,"cargo=1/3 at WH-0"
9,TRUCK,1,MOVING,"pos=(42.60,58.99) heading to WH-0"
9,TRUCK,2,MOVING,"pos=(31.90,27.55) heading to WH-2"
10,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
10,WAREHOUSE,0,DOCK_STATUS,"dock=0 truck=0 dock=1 FREE dock=2 FREE"
10,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
10,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
10,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
10,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
10,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
10,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
10,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
10,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
10,TRUCK,0,LOADING,"loaded shipment 0 size 2 at WH-0"
10,SHIPMENT,0,IN_TRANSIT,"WH-0 to WH-4"
10,TRUCK,0,MOVING,"pos=(68.30,30.90) heading to WH-4"
10,TRUCK,1,MOVING,"pos=(45.30,56.04) heading to WH-0"
10,TRUCK,2,MOVING,"pos=(33.90,27.57) heading to WH-2"
11,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
11,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
11,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
11,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
11,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
11,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
11,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
11,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
11,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
11,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
11,TRUCK,0,MOVING,"pos=(66.83,33.52) heading to WH-4"
11,TRUCK,1,MOVING,"pos=(48.00,53.09) heading to WH-0"
11,TRUCK,2,MOVING,"pos=(35.90,27.59) heading to WH-2"
12,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
12,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
12,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
12,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
12,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
12,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
12,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
12,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
12,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
12,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
12,TRUCK,0,MOVING,"pos=(65.37,36.13) heading to WH-4"
12,TRUCK,1,MOVING,"pos=(50.70,50.14) heading to WH-0"
12,TRUCK,2,WAITING,"queued at WH-2"
13,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
13,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
13,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
13,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
13,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
13,WAREHOUSE,2,DOCK_STATUS,"dock=0 truck=2"
13,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
13,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
13,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
13,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
13,TRUCK,0,MOVING,"pos=(63.90,38.75) heading to WH-4"
13,TRUCK,1,MOVING,"pos=(53.40,47.19) heading to WH-0"
13,TRUCK,2,LOADING,"loaded shipment 5 size 3 at WH-2"
13,SHIPMENT,5,IN_TRANSIT,"WH-2 to WH-1"
13,TRUCK,2,MOVING,"pos=(36.90,27.60) heading to WH-1"
14,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
14,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
14,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
14,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
14,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
14,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
14,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
14,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
14,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
14,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
14,TRUCK,0,MOVING,"pos=(62.44,41.37) heading to WH-4"
14,TRUCK,1,MOVING,"pos=(56.10,44.23) heading to WH-0"
14,TRUCK,2,MOVING,"pos=(38.66,26.64) heading to WH-1"
15,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
15,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
15,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
15,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
15,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
15,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
15,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
15,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
15,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
15,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
15,TRUCK,0,MOVING,"pos=(60.97,43.99) heading to WH-4"
15,TRUCK,1,MOVING,"pos=(58.80,41.28) heading to WH-0"
15,TRUCK,2,MOVING,"pos=(40.41,25.68) heading to WH-1"
16,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
16,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
16,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
16,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
16,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
16,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
16,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
16,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
16,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
16,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
16,TRUCK,0,MOVING,"pos=(59.50,46.60) heading to WH-4"
16,TRUCK,1,MOVING,"pos=(61.50,38.33) heading to WH-0"
16,TRUCK,2,MOVING,"pos=(42.17,24.73) heading to WH-1"
17,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
17,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
17,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
17,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
17,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
17,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
17,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
17,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
17,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
17,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
17,TRUCK,0,MOVING,"pos=(58.04,49.22) heading to WH-4"
17,TRUCK,1,MOVING,"pos=(64.20,35.38) heading to WH-0"
17,TRUCK,2,MOVING,"pos=(43.92,23.77) heading to WH-1"
18,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
18,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
18,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
18,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
18,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
18,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
18,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
18,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
18,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
18,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
18,TRUCK,0,MOVING,"pos=(56.57,51.84) heading to WH-4"
18,TRUCK,1,MOVING,"pos=(66.90,32.43) heading to WH-0"
18,TRUCK,2,MOVING,"pos=(45.68,22.81) heading to WH-1"
19,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
19,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
19,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
19,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
19,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
19,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
19,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
19,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
19,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
19,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
19,TRUCK,0,MOVING,"pos=(55.11,54.46) heading to WH-4"
19,TRUCK,1,WAITING,"queued at WH-0"
19,TRUCK,2,MOVING,"pos=(47.43,21.85) heading to WH-1"
20,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
20,WAREHOUSE,0,DOCK_STATUS,"dock=0 truck=1 dock=1 FREE dock=2 FREE"
20,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
20,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
20,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
20,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
20,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
20,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
20,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
20,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
20,TRUCK,0,MOVING,"pos=(53.64,57.07) heading to WH-4"
20,TRUCK,1,LOADING,"loaded shipment 3 size 1 at WH-0"
20,SHIPMENT,3,IN_TRANSIT,"WH-0 to WH-3"
20,TRUCK,1,LOADING,"cargo=1/2 at WH-0"
20,TRUCK,2,MOVING,"pos=(49.19,20.89) heading to WH-1"
21,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
21,WAREHOUSE,0,DOCK_STATUS,"dock=0 truck=1 dock=1 FREE dock=2 FREE"
21,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
21,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
21,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
21,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
21,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
21,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
21,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
21,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
21,TRUCK,0,MOVING,"pos=(52.17,59.69) heading to WH-4"
21,TRUCK,1,LOADING,"loaded shipment 2 size 1 at WH-0"
21,SHIPMENT,2,IN_TRANSIT,"WH-0 to WH-3"
21,TRUCK,1,MOVING,"pos=(68.30,30.90) heading to WH-3"
21,TRUCK,2,MOVING,"pos=(50.94,19.94) heading to WH-1"
22,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
22,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
22,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
22,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
22,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
22,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
22,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
22,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
22,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
22,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
22,TRUCK,0,MOVING,"pos=(50.71,62.31) heading to WH-4"
22,TRUCK,1,MOVING,"pos=(68.76,34.87) heading to WH-3"
22,TRUCK,2,MOVING,"pos=(52.70,18.98) heading to WH-1"
23,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
23,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
23,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
23,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
23,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
23,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
23,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
23,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
23,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
23,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
23,TRUCK,0,MOVING,"pos=(49.24,64.93) heading to WH-4"
23,TRUCK,1,MOVING,"pos=(69.21,38.85) heading to WH-3"
23,TRUCK,2,MOVING,"pos=(54.46,18.02) heading to WH-1"
24,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
24,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
24,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
24,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
24,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
24,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
24,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
24,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
24,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
24,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
24,TRUCK,0,MOVING,"pos=(47.78,67.54) heading to WH-4"
24,TRUCK,1,MOVING,"pos=(69.67,42.82) heading to WH-3"
24,TRUCK,2,MOVING,"pos=(56.21,17.06) heading to WH-1"
25,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
25,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
25,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
25,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
25,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
25,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
25,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
25,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
25,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
25,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
25,TRUCK,0,MOVING,"pos=(46.31,70.16) heading to WH-4"
25,TRUCK,1,MOVING,"pos=(70.12,46.80) heading to WH-3"
25,TRUCK,2,MOVING,"pos=(57.97,16.10) heading to WH-1"
26,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
26,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
26,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
26,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
26,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
26,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
26,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
26,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
26,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
26,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
26,TRUCK,0,MOVING,"pos=(44.84,72.78) heading to WH-4"
26,TRUCK,1,MOVING,"pos=(70.58,50.77) heading to WH-3"
26,TRUCK,2,MOVING,"pos=(59.72,15.15) heading to WH-1"
27,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
27,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
27,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
27,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
27,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
27,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
27,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
27,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
27,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
27,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
27,TRUCK,0,WAITING,"queued at WH-4"
27,TRUCK,1,MOVING,"pos=(71.03,54.74) heading to WH-3"
27,TRUCK,2,MOVING,"pos=(61.48,14.19) heading to WH-1"
28,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
28,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
28,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
28,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
28,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
28,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
28,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
28,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
28,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
28,WAREHOUSE,4,DOCK_STATUS,"dock=0 truck=0 dock=1 FREE"
28,TRUCK,0,UNLOADING,"delivered shipment 0 at WH-4"
28,SHIPMENT,0,DELIVERED,"WH-0 to WH-4 pickup_hr=10 delivery_hr=28"
28,TRUCK,0,MOVING,"pos=(43.60,75.00) heading to WH-2"
28,TRUCK,1,MOVING,"pos=(71.49,58.72) heading to WH-3"
28,TRUCK,2,MOVING,"pos=(63.23,13.23) heading to WH-1"
29,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
29,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
29,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
29,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
29,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
29,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
29,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
29,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
29,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
29,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
29,TRUCK,0,MOVING,"pos=(43.18,72.03) heading to WH-2"
29,TRUCK,1,MOVING,"pos=(71.95,62.69) heading to WH-3"
29,TRUCK,2,MOVING,"pos=(64.99,12.27) heading to WH-1"
30,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
30,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
30,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
30,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
30,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
30,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
30,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
30,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
30,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
30,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
30,TRUCK,0,MOVING,"pos=(42.76,69.06) heading to WH-2"
30,TRUCK,1,MOVING,"pos=(72.40,66.67) heading to WH-3"
30,TRUCK,2,MOVING,"pos=(66.75,11.31) heading to WH-1"
31,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
31,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
31,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
31,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
31,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
31,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
31,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
31,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
31,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
31,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
31,TRUCK,0,MOVING,"pos=(42.34,66.09) heading to WH-2"
31,TRUCK,1,MOVING,"pos=(72.86,70.64) heading to WH-3"
31,TRUCK,2,MOVING,"pos=(68.50,10.35) heading to WH-1"
32,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
32,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
32,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
32,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
32,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
32,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
32,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
32,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
32,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
32,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
32,TRUCK,0,MOVING,"pos=(41.92,63.12) heading to WH-2"
32,TRUCK,1,MOVING,"pos=(73.31,74.61) heading to WH-3"
32,TRUCK,2,MOVING,"pos=(70.26,9.40) heading to WH-1"
33,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
33,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
33,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
33,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
33,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
33,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
33,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
33,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
33,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
33,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
33,TRUCK,0,MOVING,"pos=(41.50,60.15) heading to WH-2"
33,TRUCK,1,MOVING,"pos=(73.77,78.59) heading to WH-3"
33,TRUCK,2,WAITING,"queued at WH-1"
34,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
34,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
34,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
34,WAREHOUSE,1,DOCK_STATUS,"dock=0 truck=2 dock=1 FREE dock=2 FREE"
34,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
34,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
34,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
34,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
34,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
34,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
34,TRUCK,0,MOVING,"pos=(41.08,57.18) heading to WH-2"
34,TRUCK,1,MOVING,"pos=(74.22,82.56) heading to WH-3"
34,TRUCK,2,UNLOADING,"delivered shipment 5 at WH-1"
34,SHIPMENT,5,DELIVERED,"WH-2 to WH-1 pickup_hr=13 delivery_hr=34"
34,TRUCK,2,MOVING,"pos=(70.80,9.10) heading to WH-3"
35,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
35,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
35,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
35,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
35,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
35,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
35,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
35,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
35,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
35,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
35,TRUCK,0,MOVING,"pos=(40.66,54.21) heading to WH-2"
35,TRUCK,1,MOVING,"pos=(74.68,86.54) heading to WH-3"
35,TRUCK,2,MOVING,"pos=(70.92,11.10) heading to WH-3"
36,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
36,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
36,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
