hour,entity_type,entity_id,event,detail
93,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
93,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
93,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
93,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
93,TRUCK,2,MOVING,"pos=(64.73,78.72) heading to WH-2"
94,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
94,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
94,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
94,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
94,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
94,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
94,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
94,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
94,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
94,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
94,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
94,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
94,TRUCK,2,MOVING,"pos=(63.77,76.96) heading to WH-2"
95,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
95,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
95,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
95,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
95,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
95,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
95,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
95,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
95,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
95,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
95,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
95,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
95,TRUCK,2,MOVING,"pos=(62.81,75.21) heading to WH-2"
96,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
96,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
96,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
96,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
96,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
96,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
96,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
96,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
96,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
96,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
96,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
96,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
96,TRUCK,2,MOVING,"pos=(61.86,73.45) heading to WH-2"
97,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
97,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
97,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
97,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
97,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
97,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
97,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
97,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
97,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
97,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
97,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
97,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
97,TRUCK,2,MOVING,"pos=(60.90,71.69) heading to WH-2"
98,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
98,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
98,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
98,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
98,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
98,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
98,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
98,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
98,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
98,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
98,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
98,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
98,TRUCK,2,MOVING,"pos=(59.95,69.94) heading to WH-2"
99,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
99,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
99,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
99,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
99,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
99,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
99,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
99,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
99,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
99,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
99,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
99,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
99,TRUCK,2,MOVING,"pos=(58.99,68.18) heading to WH-2"
100,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
100,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
100,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
100,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
100,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
100,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
100,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
100,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
100,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
100,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
100,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
100,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
100,TRUCK,2,MOVING,"pos=(58.03,66.42) heading to WH-2"
101,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
101,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
101,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
101,WAREHOUSE,1,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
101,WAREHOUSE,2,QUEUE,"length=0 trucks=[]"
101,WAREHOUSE,2,DOCK_STATUS,"dock=0 FREE"
101,WAREHOUSE,3,QUEUE,"length=0 trucks=[]"
101,WAREHOUSE,3,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
101,WAREHOUSE,4,QUEUE,"length=0 trucks=[]"
101,WAREHOUSE,4,DOCK_STATUS,"dock=0 FREE dock=1 FREE"
101,TRUCK,0,IDLE,"manifest_remaining=0 cargo=0"
101,TRUCK,1,IDLE,"manifest_remaining=0 cargo=0"
101,TRUCK,2,MOVING,"pos=(57.08,64.67) heading to WH-2"
102,WAREHOUSE,0,QUEUE,"length=0 trucks=[]"
102,WAREHOUSE,0,DOCK_STATUS,"dock=0 FREE dock=1 FREE dock=2 FREE"
102,WAREHOUSE,1,QUEUE,"length=0 trucks=[]"
